student_id,name,branch,guardian_contact,mentor_id,rolling_attendance_90d,overall_avg_score,max_attempts_overall,avg_score_Mathematics-I,avg_score_Physics,avg_score_Programming,amount_due,amount_paid,status,overdue_days,risk_score,risk_reasons,risk_band
2172,Radhika Kashyap,Electronics,9876540172,1028,95.55555555555556,56.205555555555556,3,75.52333333333333,70.31333333333333,22.78,150000,150000,Paid,31,85,"Overall Avg Score 56.21% (50-60%), Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2173,Krisha Khare,Computer Science,9876540173,1008,95.55555555555556,62.955555555555556,3,38.06333333333333,67.15333333333334,83.64999999999999,150000,150000,Paid,60,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2174,Ekaraj Bora,Mechanical,9876540174,1014,96.66666666666667,71.00333333333333,3,78.79,72.99333333333334,61.22666666666667,150000,150000,Paid,42,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2175,Orinder Natt,Electronics,9876540175,1030,94.44444444444444,62.83888888888888,3,82.38,73.94666666666666,32.190000000000005,150000,150000,Paid,33,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2176,Vrishti Deol,Civil,9876540176,1017,93.33333333333333,79.64666666666668,3,79.51333333333334,76.58333333333333,82.84333333333333,150000,150000,Paid,18,60,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (1-30 days)",Amber
2177,Chaaya Khanna,Electronics,9876540177,1043,72.22222222222221,62.92222222222223,3,26.613333333333333,87.64666666666666,74.50666666666667,150000,150000,Paid,21,70,"Attendance 72.22% (70-85), Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (1-30 days)",Amber
2178,Onkar Rajagopal,Computer Science,9876540178,1005,91.11111111111111,65.49666666666667,3,34.486666666666665,71.72666666666667,90.27666666666669,150000,150000,Paid,45,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2179,Mohini Mallick,Computer Science,9876540179,1041,95.55555555555556,40.855555555555554,3,28.146666666666665,67.89666666666666,26.52333333333333,150000,150000,Paid,16,85,"Overall Avg Score 40.86% (35-50%), Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (1-30 days)",Amber
2180,Ubika Devi,Civil,9876540180,1014,94.44444444444444,77.41666666666667,3,80.32666666666667,79.51666666666667,72.40666666666667,150000,150000,Paid,20,60,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (1-30 days)",Amber
2181,Advaith Mane,Electrical,9876540181,1024,92.22222222222223,73.72444444444444,3,73.40333333333334,77.11,70.66,150000,150000,Paid,28,60,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (1-30 days)",Amber
2182,Veer Raja,Electrical,9876540182,1006,93.33333333333333,60.32888888888889,3,71.95,74.94333333333333,34.093333333333334,150000,150000,Paid,32,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2183,Shaurya Pandya,Electronics,9876540183,1006,93.33333333333333,79.08666666666666,3,80.27333333333333,78.09333333333333,78.89333333333333,150000,150000,Paid,40,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2184,Ekavir Dhar,Civil,9876540184,1016,94.44444444444444,72.50555555555555,3,76.67666666666666,72.3,68.54,150000,150000,Paid,62,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2185,Praneel Wagle,Electronics,9876540185,1015,67.77777777777779,62.952222222222225,3,30.763333333333332,76.42333333333333,81.67,150000,150000,Paid,56,100,"Attendance 67.78% (50-70), Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Red
2186,Krishna Sanghvi,Computer Science,9876540186,1005,97.77777777777777,61.21888888888889,3,34.583333333333336,83.23666666666666,65.83666666666666,150000,150000,Paid,39,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2187,Niharika Rege,Civil,9876540187,1036,98.88888888888889,47.76111111111111,3,32.78333333333333,78.77666666666666,31.723333333333333,150000,150000,Paid,16,85,"Overall Avg Score 47.76% (35-50%), Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (1-30 days)",Amber
2188,Hemangini Korpal,Mechanical,9876540188,1001,96.66666666666667,50.217777777777776,3,72.55333333333333,40.54333333333333,37.556666666666665,150000,150000,Paid,53,85,"Overall Avg Score 50.22% (50-60%), Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2189,Kalpit Chada,Electrical,9876540189,1035,91.11111111111111,70.53777777777778,3,80.09333333333332,66.73666666666666,64.78333333333335,150000,150000,Paid,58,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2190,Samuel Wable,Civil,9876540190,1044,83.33333333333334,72.87555555555555,3,73.83666666666666,75.22,69.57,150000,150000,Paid,71,85,"Attendance 83.33% (70-85), Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2191,Rudra Minhas,Civil,9876540191,1023,95.55555555555556,75.14555555555555,3,75.33,78.07333333333334,72.03333333333333,150000,150000,Paid,42,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2192,Shaurya Ahluwalia,Electronics,9876540192,1038,94.44444444444444,74.95444444444445,3,65.71333333333334,76.45,82.7,150000,150000,Paid,51,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2193,Omkaar Seshadri,Electrical,9876540193,1045,95.55555555555556,76.87222222222222,3,65.59,81.57000000000001,83.45666666666666,150000,150000,Paid,39,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2194,Barkha Das,Civil,9876540194,1032,95.55555555555556,67.90222222222222,3,36.75333333333333,80.13,86.82333333333334,150000,150000,Paid,41,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2195,Vamakshi Nadig,Electronics,9876540195,1001,73.33333333333333,79.76666666666667,3,83.70333333333333,77.36333333333333,78.23333333333333,150000,150000,Paid,59,85,"Attendance 73.33% (70-85), Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2196,Chandran Modi,Electrical,9876540196,1008,94.44444444444444,74.49,3,75.88000000000001,79.42,68.17,150000,150000,Paid,63,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2197,Raghav Wadhwa,Mechanical,9876540197,1048,92.22222222222223,56.12222222222223,3,57.92666666666667,42.70333333333334,67.73666666666666,150000,150000,Paid,38,85,"Overall Avg Score 56.12% (50-60%), Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2198,Dayamai Khanna,Computer Science,9876540198,1004,95.55555555555556,81.45666666666666,3,88.61666666666667,82.55,73.20333333333333,150000,150000,Paid,33,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2199,Ryan Wable,Computer Science,9876540199,1020,95.55555555555556,70.93777777777777,3,69.58666666666666,78.41000000000001,64.81666666666666,150000,150000,Paid,73,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2200,Zaid Murty,Electronics,9876540200,1027,98.88888888888889,78.22888888888889,3,77.75333333333333,82.56333333333333,74.37,150000,150000,Paid,37,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2201,Chasmum Dar,Electrical,9876540201,1044,95.55555555555556,71.80888888888889,3,59.53666666666667,79.16333333333334,76.72666666666667,150000,150000,Paid,60,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2202,Lajita Lad,Mechanical,9876540202,1013,94.44444444444444,67.52888888888889,3,40.596666666666664,83.13666666666667,78.85333333333334,150000,150000,Paid,52,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2203,Vedika Garde,Electrical,9876540203,1027,95.55555555555556,79.21333333333332,3,78.15666666666667,85.43666666666667,74.04666666666667,150000,150000,Paid,69,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2204,Faris Divan,Computer Science,9876540204,1017,93.33333333333333,63.193333333333335,3,72.22,86.75666666666666,30.603333333333335,150000,150000,Paid,59,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2205,Yatan Arya,Mechanical,9876540205,1024,95.55555555555556,80.26777777777778,3,74.14666666666666,89.49666666666667,77.16000000000001,150000,150000,Paid,29,60,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (1-30 days)",Amber
2206,Jai Kala,Computer Science,9876540206,1030,95.55555555555556,76.48222222222222,3,66.59666666666668,84.83999999999999,78.01,150000,150000,Paid,70,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2207,Yutika Shan,Electronics,9876540207,1037,90.0,86.69,3,83.12666666666667,88.31333333333333,88.63,150000,150000,Paid,37,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2208,Forum Malhotra,Electrical,9876540208,1046,94.44444444444444,74.60444444444445,3,77.63,70.90333333333334,75.28,150000,150000,Paid,47,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2209,Rajata Naidu,Electronics,9876540209,1034,95.55555555555556,67.7088888888889,3,77.00666666666667,41.99333333333333,84.12666666666667,150000,150000,Paid,48,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2210,Sudiksha Zachariah,Mechanical,9876540210,1027,94.44444444444444,64.35777777777778,3,64.66666666666667,85.11,43.29666666666666,150000,150000,Paid,53,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2211,Rehaan Basu,Computer Science,9876540211,1010,94.44444444444444,82.21444444444445,3,75.59,89.66000000000001,81.39333333333333,150000,150000,Paid,20,60,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (1-30 days)",Amber
2212,Hritik Gade,Civil,9876540212,1023,96.66666666666667,62.974444444444444,3,75.19,80.72666666666667,33.00666666666667,150000,150000,Paid,37,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2213,Rishi Chad,Computer Science,9876540213,1008,74.44444444444444,74.54,3,67.46333333333334,82.79333333333334,73.36333333333333,150000,150000,Paid,49,85,"Attendance 74.44% (70-85), Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2214,Nirja Varkey,Electrical,9876540214,1048,77.77777777777779,68.1888888888889,3,61.43333333333334,65.78666666666666,77.34666666666668,150000,150000,Paid,28,70,"Attendance 77.78% (70-85), Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (1-30 days)",Amber
2215,Frederick Parmer,Electronics,9876540215,1045,97.77777777777777,62.010000000000005,3,74.43333333333334,35.9,75.69666666666667,150000,150000,Paid,23,60,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (1-30 days)",Amber
2216,Upkaar Srinivasan,Computer Science,9876540216,1031,94.44444444444444,74.64444444444445,3,75.26666666666667,75.35000000000001,73.31666666666666,150000,150000,Paid,69,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2217,Ijaya Aurora,Mechanical,9876540217,1007,97.77777777777777,77.2988888888889,3,73.48,79.45333333333333,78.96333333333332,150000,150000,Paid,26,60,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (1-30 days)",Amber
2218,Vinaya Dhingra,Civil,9876540218,1021,94.44444444444444,78.35111111111111,3,79.71666666666667,74.67666666666666,80.66000000000001,150000,150000,Paid,32,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2219,Bahadurjit Mittal,Electrical,9876540219,1042,93.33333333333333,68.44999999999999,3,78.40666666666667,84.75666666666667,42.18666666666667,150000,150000,Paid,52,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2220,Ishwar Bir,Computer Science,9876540220,1043,97.77777777777777,65.16555555555556,3,84.20666666666666,83.06333333333333,28.22666666666667,150000,150000,Paid,25,60,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (1-30 days)",Amber
2221,Isha Uppal,Mechanical,9876540221,1041,81.11111111111111,76.88000000000001,3,77.44666666666667,80.51666666666667,72.67666666666666,150000,150000,Paid,33,85,"Attendance 81.11% (70-85), Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2222,Kai Bhatia,Electronics,9876540222,1030,100.0,70.33555555555556,3,70.90666666666667,80.53333333333333,59.56666666666666,150000,150000,Paid,66,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2223,Nitara Chaudhari,Electronics,9876540223,1029,91.11111111111111,81.5611111111111,3,78.54,87.42333333333333,78.72,150000,150000,Paid,39,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2224,Tanish Tank,Computer Science,9876540224,1040,95.55555555555556,78.30111111111111,3,78.60000000000001,79.86333333333333,76.44,150000,150000,Paid,61,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2225,Naksh Kannan,Civil,9876540225,1036,94.44444444444444,74.03222222222222,3,74.75333333333333,75.20333333333333,72.14,150000,150000,Paid,36,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2226,Girindra Baria,Electronics,9876540226,1008,93.33333333333333,75.82222222222222,3,73.5,77.43666666666667,76.53,150000,150000,Paid,40,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2227,Amruta Deo,Electronics,9876540227,1022,81.11111111111111,59.14111111111111,3,25.59,76.96333333333332,74.87,150000,150000,Paid,38,95,"Attendance 81.11% (70-85), Overall Avg Score 59.14% (50-60%), Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2228,Nidhi Shankar,Civil,9876540228,1016,93.33333333333333,63.86888888888888,3,35.28,77.30666666666667,79.02,150000,150000,Paid,37,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2229,Lipika Nagar,Electrical,9876540229,1037,93.33333333333333,76.29333333333334,3,82.28333333333335,74.34333333333333,72.25333333333333,150000,150000,Paid,37,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2230,Zayyan Baral,Electrical,9876540230,1032,91.11111111111111,61.8688888888889,3,37.07666666666667,70.06333333333333,78.46666666666667,150000,150000,Paid,37,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2231,Madhavi Deo,Computer Science,9876540231,1035,96.66666666666667,73.72111111111111,3,75.04,70.68333333333334,75.44,150000,150000,Paid,68,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2232,Caleb Gopal,Civil,9876540232,1027,94.44444444444444,74.02222222222223,3,75.23,72.23,74.60666666666667,150000,150000,Paid,61,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2233,Aadhya Oza,Electronics,9876540233,1000,92.22222222222223,80.19333333333333,3,73.08333333333333,83.95333333333333,83.54333333333334,150000,150000,Paid,46,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2234,Barkha Ratti,Computer Science,9876540234,1046,98.88888888888889,76.35222222222222,3,75.72333333333334,80.72333333333334,72.61,150000,150000,Paid,24,60,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (1-30 days)",Amber
2235,Onveer Pathak,Mechanical,9876540235,1013,92.22222222222223,60.33222222222222,3,80.96,28.01,72.02666666666666,150000,150000,Paid,31,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2236,Janaki Bala,Civil,9876540236,1004,95.55555555555556,64.65666666666667,3,80.83,39.81333333333333,73.32666666666667,150000,150000,Paid,65,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2237,Damyanti Contractor,Electrical,9876540237,1028,92.22222222222223,71.08444444444444,3,75.37,80.60666666666667,57.276666666666664,150000,150000,Paid,70,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2238,Henry Date,Computer Science,9876540238,1035,93.33333333333333,56.12222222222223,3,32.18333333333333,72.19,63.99333333333334,150000,70997,Partial,111,100,"Overall Avg Score 56.12% (50-60%), Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (>90 days)",Red
2239,Nidra Bajaj,Computer Science,9876540239,1047,92.22222222222223,61.971111111111114,3,37.5,67.05333333333333,81.36,150000,150000,Paid,55,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2240,Manbir Ghose,Electronics,9876540240,1026,95.55555555555556,75.46222222222222,3,78.40666666666667,77.39666666666666,70.58333333333333,150000,150000,Paid,53,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2241,Gunbir Chaudhry,Computer Science,9876540241,1017,97.77777777777777,80.89222222222222,3,84.47,72.52666666666666,85.68,150000,150000,Paid,31,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2242,Advay Shroff,Civil,9876540242,1021,92.22222222222223,72.64777777777778,3,69.03333333333333,78.41333333333334,70.49666666666667,150000,150000,Paid,29,60,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (1-30 days)",Amber
2243,Omisha Bose,Computer Science,9876540243,1036,98.88888888888889,74.54888888888888,3,69.23,73.57666666666667,80.83999999999999,150000,150000,Paid,26,60,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (1-30 days)",Amber
2244,Falguni Dyal,Mechanical,9876540244,1033,95.55555555555556,78.93666666666667,3,78.05333333333333,79.61666666666666,79.14,150000,150000,Paid,45,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2245,Reyansh Natarajan,Electrical,9876540245,1020,91.11111111111111,80.62555555555555,3,83.14333333333333,78.44,80.29333333333334,150000,150000,Paid,23,60,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (1-30 days)",Amber
2246,Christopher Vaidya,Electrical,9876540246,1016,94.44444444444444,74.26111111111112,3,77.27333333333333,71.67999999999999,73.83,150000,150000,Paid,32,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2247,Udyati Dewan,Civil,9876540247,1029,100.0,83.12666666666667,3,78.64333333333333,88.69333333333333,82.04333333333334,150000,28086,Partial,52,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2248,Lucky Soni,Civil,9876540248,1014,91.11111111111111,79.57555555555557,3,71.47333333333334,88.2,79.05333333333334,150000,150000,Paid,26,60,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (1-30 days)",Amber
2249,Ranveer Jaggi,Computer Science,9876540249,1010,97.77777777777777,74.81666666666666,3,84.83,72.98666666666666,66.63333333333333,150000,150000,Paid,34,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2250,Akshay Sur,Electrical,9876540250,1022,80.0,73.18444444444444,3,69.01666666666667,77.40666666666668,73.13,150000,150000,Paid,47,85,"Attendance 80.00% (70-85), Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2251,Naksh Purohit,Mechanical,9876540251,1036,94.44444444444444,75.06222222222222,3,75.45666666666666,81.56666666666666,68.16333333333334,150000,150000,Paid,60,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2252,Yash Issac,Computer Science,9876540252,1038,91.11111111111111,78.95444444444445,3,83.27666666666667,79.18666666666667,74.39999999999999,150000,0,Overdue,173,90,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (>90 days)",Amber
2253,Yahvi Sankar,Mechanical,9876540253,1019,92.22222222222223,79.86444444444444,3,82.55,74.27,82.77333333333333,150000,150000,Paid,60,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2254,Guneet Suresh,Electrical,9876540254,1007,98.88888888888889,64.61444444444444,3,70.15666666666667,37.21666666666667,86.47000000000001,150000,150000,Paid,25,60,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (1-30 days)",Amber
2255,Isha Behl,Mechanical,9876540255,1002,96.66666666666667,49.971111111111114,3,40.77333333333333,29.950000000000003,79.19,150000,150000,Paid,15,85,"Overall Avg Score 49.97% (35-50%), Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (1-30 days)",Amber
2256,Mitesh Parekh,Mechanical,9876540256,1009,94.44444444444444,78.66111111111111,3,76.73333333333333,73.25333333333333,85.99666666666667,150000,150000,Paid,56,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2257,Samaksh Parmer,Civil,9876540257,1003,95.55555555555556,53.357777777777784,3,82.04666666666667,37.82,40.20666666666667,150000,150000,Paid,28,70,"Overall Avg Score 53.36% (50-60%), Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (1-30 days)",Amber
2258,Ladli Setty,Electronics,9876540258,1017,94.44444444444444,58.833333333333336,3,61.74333333333333,75.64,39.11666666666667,150000,150000,Paid,38,85,"Overall Avg Score 58.83% (50-60%), Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2259,Falak Kibe,Electrical,9876540259,1031,97.77777777777777,77.10888888888888,3,79.21666666666667,66.39666666666666,85.71333333333332,150000,150000,Paid,73,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2260,Waida Kata,Electronics,9876540260,1042,94.44444444444444,85.24111111111111,3,87.82,83.88333333333334,84.02,150000,150000,Paid,49,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2261,Riya Lad,Electrical,9876540261,1033,96.66666666666667,69.04777777777778,3,85.90333333333332,84.0,37.24,150000,150000,Paid,34,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2262,Orinder Bhandari,Mechanical,9876540262,1008,97.77777777777777,76.85333333333334,3,76.41666666666667,79.33333333333333,74.81,150000,150000,Paid,71,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2263,Ekavir Ranganathan,Electronics,9876540263,1024,72.22222222222221,69.50222222222222,3,74.10000000000001,60.696666666666665,73.71,150000,150000,Paid,69,85,"Attendance 72.22% (70-85), Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2264,Manthan Garg,Electronics,9876540264,1012,93.33333333333333,59.24222222222223,3,30.756666666666664,81.17333333333333,65.79666666666667,150000,150000,Paid,31,85,"Overall Avg Score 59.24% (50-60%), Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2265,Aahana Cheema,Mechanical,9876540265,1039,97.77777777777777,67.81,3,57.89333333333334,71.12,74.41666666666667,150000,150000,Paid,73,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2266,Udarsh Sridhar,Civil,9876540266,1046,94.44444444444444,80.47444444444444,3,84.93666666666667,75.57333333333334,80.91333333333334,150000,150000,Paid,71,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2267,Teerth Verma,Mechanical,9876540267,1040,93.33333333333333,63.16111111111112,3,78.51,74.19666666666667,36.776666666666664,150000,150000,Paid,29,60,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (1-30 days)",Amber
2268,Rajata Char,Electronics,9876540268,1028,91.11111111111111,66.14555555555556,3,85.23666666666666,87.51333333333334,25.686666666666667,150000,150000,Paid,50,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2269,Arunima Cherian,Electrical,9876540269,1041,95.55555555555556,81.37555555555555,3,85.97333333333334,84.72,73.43333333333334,150000,150000,Paid,41,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2270,Lakshmi Sathe,Civil,9876540270,1030,96.66666666666667,54.30444444444444,3,69.46,64.42999999999999,29.02333333333333,150000,150000,Paid,18,70,"Overall Avg Score 54.30% (50-60%), Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (1-30 days)",Amber
2271,Qadim Dua,Computer Science,9876540271,1018,96.66666666666667,74.58333333333333,3,66.70666666666666,81.87666666666667,75.16666666666667,150000,150000,Paid,64,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2272,Nandini Mangat,Electronics,9876540272,1006,92.22222222222223,73.73222222222222,3,81.71,78.08,61.406666666666666,150000,150000,Paid,56,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2273,Jairaj Rege,Mechanical,9876540273,1041,71.11111111111111,72.51888888888888,3,73.29,73.99333333333334,70.27333333333333,150000,150000,Paid,49,85,"Attendance 71.11% (70-85), Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2274,Jack Singh,Civil,9876540274,1044,96.66666666666667,75.44,3,68.70666666666666,74.02333333333333,83.58999999999999,150000,150000,Paid,42,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2275,Tristan Kashyap,Electrical,9876540275,1006,95.55555555555556,73.18222222222222,3,75.62666666666667,70.93333333333334,72.98666666666666,150000,150000,Paid,30,60,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (1-30 days)",Amber
2276,Pranav Padmanabhan,Civil,9876540276,1048,92.22222222222223,70.54555555555555,3,77.76666666666667,77.15666666666667,56.71333333333333,150000,150000,Paid,47,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
2277,Madhav Sibal,Mechanical,9876540277,1005,94.44444444444444,65.40222222222222,3,41.36333333333334,72.05333333333333,82.79,150000,150000,Paid,56,75,"Exhausted attempts for at least one subject, Attempts limit reached for at least one subject, Overdue fees (31-90 days)",Amber
